dataset,type,metric,n_runs,mean_diff,sd_diff,wilcox_p,t_p,ci_lo,ci_hi,cohens_dz,n_pos,n_neg,n_zero,sign_p,OOB,SB_OOB,exp,seed
Ozone,real,EB2,50,0.08714376193022133,1.0753203518612953,0.6780753001003559,0.5692394698386212,-0.21845890071932067,0.39274642457976333,0.08103981458119183,26,24,0,0.8877248273407867,8.88424872094398,8.9713924828742,exp2,9
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.36691163646457386,0.36691163646457386,exp3,9
waveform,synthetic,R2,50,0.006816059233115386,0.0864045039530863,0.13711918870536768,0.5795176074493731,-0.017739829091020107,0.03137194755725088,0.07888546223025822,30,20,0,0.20263875106454096,-0.016833497590601255,-0.01001743835748587,exp3,9
waveform,synthetic,R3,50,0.0068777294825691036,0.08567293825413833,0.13711918870536768,0.5728594213513094,-0.01747025017033684,0.031225709135475045,0.08027890279853783,30,20,0,0.20263875106454096,0.3499798624588261,0.3568575919413952,exp3,9
waveform,synthetic,R4,50,0.04902476712173396,0.7007598851539768,0.6780753001003559,0.6230312638313964,-0.1501289886965751,0.24817852294004303,0.06995943712012258,25,25,0,1.0,41.98362842698471,42.032653194106445,exp3,9
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,9
twonorm,synthetic,R2,50,-0.004319098902896265,0.03770638709742637,0.7209635618344732,0.42187967940507065,-0.015035135548089601,0.006396937742297072,-0.11454555144030393,25,25,0,1.0,0.02027099205206076,0.015951893149164495,exp3,9
twonorm,synthetic,R3,50,-0.004314137295838424,0.037663882902686845,0.7209635618344732,0.4218896127215923,-0.015018094382541411,0.006389819790864561,-0.11454308380750261,25,25,0,1.0,0.020258708511651142,0.01594457121581272,exp3,9
twonorm,synthetic,R4,50,0.023111359999999904,0.835107777707465,0.671023113948987,0.8456623061828026,-0.21422364442448869,0.2604463644244885,0.027674703334035673,26,24,0,0.8877248273407867,33.90047408,33.923585440000004,exp3,9
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,9
threenorm,synthetic,R2,50,-0.004987398916994526,0.04929690680639369,0.629334375634266,0.4777666715728459,-0.01899742481703766,0.009022626983048608,-0.10117062590928469,24,26,0,0.8877248273407867,0.02760785340312777,0.022620454486133243,exp3,9
threenorm,synthetic,R3,50,-0.004978464525363296,0.04922045311949913,0.629334375634266,0.47787218058138303,-0.01896676252799994,0.009009833477273348,-0.10114625546571883,24,26,0,0.8877248273407867,0.027582722529803275,0.022604258004439978,exp3,9
threenorm,synthetic,R4,50,0.1267889600000015,0.9279810667328119,0.2796227402972028,0.33873258698448694,-0.13694034112503672,0.3905182611250398,0.1366288220150801,32,18,0,0.06490864707227226,62.93498768,63.061776640000005,exp3,9
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,9
ringnorm,synthetic,R2,50,7.203046673613599e-05,0.3014664822324411,0.9691988460743741,0.9986588220211761,-0.08560379582108295,0.08574785675455524,0.0002389335829400696,25,25,0,1.0,0.6155736634037695,0.6156456938705056,exp3,9
ringnorm,synthetic,R3,50,0.00016362085035663386,0.2972833559001113,0.9768966233582237,0.9969105842161758,-0.08432337408767294,0.08465061578838623,0.0005503868518344205,25,25,0,1.0,0.6112068571211656,0.6113704779715223,exp3,9
ringnorm,synthetic,R4,50,0.28124768000000033,1.2810560033339435,0.09684126144708755,0.1270002856819319,-0.08282440786143369,0.6453197678614344,0.21954362593676957,29,21,0,0.3222363203575473,42.973899360000004,43.255147040000004,exp3,9
twonorm,class,absdiff,50,-0.0030480000000000004,0.016425692170051954,0.16304146815364565,0.1955906691220938,-0.0077161300640695984,0.001620130064069598,-0.18556295640053747,19,31,0,0.11892045255943624,0.022124,0.019076,exp4,9
twonorm,class,eOB,50,-0.0018000000000000002,0.017046155829729723,0.5864512783780367,0.45882814067261624,-0.006644463885099391,0.003044463885099391,-0.1055956555823965,19,26,5,0.37129803447101195,0.0867,0.0849,exp4,9
twonorm,class,eTS,50,-0.0007039999999999999,0.006678780287032131,0.4370448826945939,0.4596203950674147,-0.0026020883561214004,0.0011940883561214004,-0.10540846827480208,22,28,0,0.47988766169832847,0.077568,0.076864,exp4,9
twonorm,class,ratio,50,-0.19585494927790315,1.0804864641282468,0.167457719479163,0.2059654764846881,-0.5029258047888507,0.1112159062330444,-0.18126552787120934,18,32,0,0.06490864707227226,1.476001193899107,1.2801462446212037,exp4,9
friedman1,reg,absdiff,50,0.03636316950831791,0.5104712325212213,0.4992123980734634,0.6167265192114749,-0.10871114959524278,0.18143748861187858,0.071234512724096,28,22,0,0.47988766169832847,1.428633179245049,1.464996348753367,exp4,9
friedman1,reg,eOB,50,-0.10403437867392844,0.5153057691405334,0.12962944555138656,0.15975853422878747,-0.2504826578824766,0.042413900534619686,-0.20188863564916998,19,31,0,0.11892045255943624,8.188723760604208,8.084689381930279,exp4,9
friedman1,reg,eTS,50,0.018507330409635453,0.2510807916571622,0.7209635618344732,0.6045661366185497,-0.05284904105470855,0.08986370187397946,0.07371065818091833,25,25,0,1.0,8.28429545618349,8.302802786593125,exp4,9
friedman1,reg,ratio,50,0.028001345329908247,0.5625976538747602,0.4514765131569412,0.7263939632833654,-0.13188713881057368,0.18788982947039018,0.049771528795144286,27,23,0,0.6718110337653662,1.532665045993965,1.5606663913238732,exp4,9
friedman1,reg,mse_oob_outputs,50,-0.0521971369285593,0.6217029870424216,0.636205577450967,0.555460368633689,-0.22888317089831806,0.12448889704119943,-0.08395831774409289,26,24,0,0.8877248273407867,10.842251912622585,10.790054775694026,exp5,9
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.158807907145476,13.158807907145476,exp5,9
friedman2,reg,mse_oob_outputs,50,-92.89650247354824,1562.852068417091,0.6851558007537824,0.6760988059525399,-537.0541459226829,351.26114097558644,-0.059440368254198836,23,27,0,0.6718110337653662,26923.88363331981,26830.98713084626,exp5,9
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38852.40841034888,38852.40841034888,exp5,9
friedman3,reg,mse_oob_outputs,50,0.0006605056478088775,0.0033756817134976444,0.20258092941351638,0.17276226538753792,-0.0002988524803215905,0.0016198637759393458,0.19566585474212494,30,20,0,0.20263875106454096,0.039769388859240216,0.0404298945070491,exp5,9
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.04249186203964129,0.04249186203964129,exp5,9
Boston,reg,mse_oob_outputs,50,0.4245806641881124,4.551633159062729,0.44569660642491576,0.5126015433947464,-0.8689791669876106,1.7181404953638357,0.09328094979331374,27,23,0,0.6718110337653662,21.632919834559566,22.05750049874768,exp5,9
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,21.399149019607844,21.399149019607844,exp5,9
Ozone,reg,mse_oob_outputs,50,-298.9714564522727,992.9022298806993,0.09115740095353596,0.0382914771821813,-581.1511479990659,-16.791764905479624,-0.30110865647687707,19,31,0,0.11892045255943624,6164.770151882705,5865.798695430432,exp5,9
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9781.872745645645,9781.872745645645,exp5,9
waveform,synthetic,E1_B,50,-0.0007326192924540604,0.003632198929614574,0.2275631734407377,0.16013852549169935,-0.0017648788067854784,0.0002996402218773576,-0.2017013128000127,25,25,0,1.0,0.017868062095412755,0.017135442802958693,exp1,10
waveform,synthetic,E2_B,50,-0.000677766534190255,0.004044027783385658,0.3295696122759401,0.24169812485946524,-0.0018270665137658257,0.00047153344538531576,-0.16759690350663942,27,23,0,0.6718110337653662,0.01953597859258199,0.018858212058391735,exp1,10
twonorm,synthetic,E1_B,50,-0.00035937987013674624,0.005502586421185523,0.5303557077753188,0.646254926206802,-0.001923197628131174,0.0012044378878576817,-0.06531108148580762,22,28,0,0.47988766169832847,0.005871469287187661,0.005512089417050914,exp1,10
twonorm,synthetic,E2_B,50,-0.00035937987013674624,0.005502586421185523,0.5303557077753188,0.646254926206802,-0.001923197628131174,0.0012044378878576817,-0.06531108148580762,22,28,0,0.47988766169832847,0.005871469287187661,0.005512089417050914,exp1,10
threenorm,synthetic,E1_B,50,-0.0014785117523963686,0.007184286583935973,0.19918182418856162,0.1519876814704652,-0.0035202634085311313,0.0005632399037383941,-0.20579799192620085,24,26,0,0.8877248273407867,0.0068761574011644904,0.005397645648768122,exp1,10
threenorm,synthetic,E2_B,50,-0.0014785117523963686,0.007184286583935973,0.19918182418856162,0.1519876814704652,-0.0035202634085311313,0.0005632399037383941,-0.20579799192620085,24,26,0,0.8877248273407867,0.0068761574011644904,0.005397645648768122,exp1,10
ringnorm,synthetic,E1_B,50,0.0018345150652326102,0.009965640028917847,0.3154070613725698,0.19911562529901541,-0.0009976884939882171,0.004666718624453437,0.1840840186791111,28,22,0,0.47988766169832847,0.037583421586974045,0.03941793665220665,exp1,10
ringnorm,synthetic,E2_B,50,0.0018345150652326102,0.009965640028917847,0.3154070613725698,0.19911562529901541,-0.0009976884939882171,0.004666718624453437,0.1840840186791111,28,22,0,0.47988766169832847,0.037583421586974045,0.03941793665220665,exp1,10
breast-cancer,real,E1_B,50,0.0003339759206568399,0.0026605279017268627,0.39560951361094243,0.3790757634172025,-0.00042213774297258683,0.0010900895842862668,0.1255299448053399,30,20,0,0.20263875106454096,0.0055322223266686035,0.0058661982473254435,exp1,10
breast-cancer,real,E2_B,50,0.0003339759206568399,0.0026605279017268627,0.39560951361094243,0.3790757634172025,-0.00042213774297258683,0.0010900895842862668,0.1255299448053399,30,20,0,0.20263875106454096,0.0055322223266686035,0.0058661982473254435,exp1,10
diabetes,real,E1_B,50,-0.0005780428499760759,0.003944746048173566,0.3154070613725698,0.30521502827166547,-0.0016991272725962105,0.0005430415726440587,-0.1465348701581721,21,29,0,0.3222363203575473,0.0036732046983718788,0.0030951618483958027,exp1,10
diabetes,real,E2_B,50,-0.0005780428499760759,0.003944746048173566,0.3154070613725698,0.30521502827166547,-0.0016991272725962105,0.0005430415726440587,-0.1465348701581721,21,29,0,0.3222363203575473,0.0036732046983718788,0.0030951618483958027,exp1,10
vehicle,real,E1_B,50,0.0005533344092797831,0.001994057307792496,0.10485671313102704,0.0554359634976461,-1.3370407273125114e-05,0.0011200392258326913,0.2774917286065099,27,23,0,0.6718110337653662,0.0030105873859833142,0.003563921795263097,exp1,10
vehicle,real,E2_B,50,0.0007637193719608363,0.0024739959881323603,0.08399954091996348,0.03386941487540533,6.061749162456829e-05,0.0014668212522971043,0.30869871075958144,28,22,0,0.47988766169832847,0.0035367226500841588,0.004300442022044995,exp1,10
satellite,real,E1_B,50,-3.859358993723396e-06,0.00036445084974425906,1.0,0.9406156934803371,-0.00010743514447378857,9.971642648634177e-05,-0.010589518439678683,26,24,0,0.8877248273407867,0.0017025163472398127,0.0016986569882460893,exp1,10
satellite,real,E2_B,50,4.1522624264158046e-05,0.00047480623140392064,0.4064359098543248,0.5391907781892671,-9.341581367061411e-05,0.0001764610621989302,0.08745172560474357,29,21,0,0.3222363203575473,0.002231183379105545,0.002272706003369703,exp1,10
dna,real,E1_B,50,6.306699320843377e-05,0.0010665764729986878,0.8242941030122477,0.6776902384222765,-0.00024005068656351959,0.00036618467298038716,0.059130305988393354,25,25,0,1.0,0.006258035413058836,0.00632110240626727,exp1,10
dna,real,E2_B,50,3.8054065114401255e-05,0.0010819755028436064,0.9461255883660367,0.8046354518433243,-0.00026943997051716284,0.0003455481007459654,0.03517091192396596,25,25,0,1.0,0.006813781539525041,0.0068518356046394415,exp1,10
friedman1,synthetic,EB1,50,-0.006762696874689187,0.059109085329220205,0.5954670611307022,0.4224237426461356,-0.02356131305648235,0.010035919307103977,-0.1144104470069695,24,26,0,0.8877248273407867,2.1823017171051093,2.17553902023042,exp2,10
friedman1,synthetic,EB2,50,-0.006762696874689187,0.059109085329220205,0.5954670611307022,0.4224237426461356,-0.02356131305648235,0.010035919307103977,-0.1144104470069695,24,26,0,0.8877248273407867,2.1823017171051093,2.17553902023042,exp2,10
friedman2,synthetic,EB1,50,0.4266706559107649,4.15915513710599,0.4931024037429112,0.4716620009429835,-0.7553481555736687,1.6086894673951986,0.10258589589607123,29,21,0,0.3222363203575473,243.27833479332944,243.7050054492402,exp2,10
friedman2,synthetic,EB2,50,0.4266706559107649,4.15915513710599,0.4931024037429112,0.4716620009429835,-0.7553481555736687,1.6086894673951986,0.10258589589607123,29,21,0,0.3222363203575473,243.27833479332944,243.7050054492402,exp2,10
friedman3,synthetic,EB1,50,0.0002558518707916574,0.006803904227471647,0.8469076137561781,0.7914332328865115,-0.0016777963157498883,0.002189500057333203,0.03760368491940587,26,24,0,0.8877248273407867,0.15912063981905394,0.15937649168984558,exp2,10
friedman3,synthetic,EB2,50,0.0002558518707916574,0.006803904227471647,0.8469076137561781,0.7914332328865115,-0.0016777963157498883,0.002189500057333203,0.03760368491940587,26,24,0,0.8877248273407867,0.15912063981905394,0.15937649168984558,exp2,10
Boston,real,EB1,50,0.006803517664616497,0.06872324984200115,0.5954670611307022,0.4872208375637219,-0.01272741383992765,0.026334449169160643,0.0989987766914136,28,22,0,0.47988766169832847,5.587165462120632,5.593968979785249,exp2,10
Boston,real,EB2,50,0.006803517664616497,0.06872324984200115,0.5954670611307022,0.4872208375637219,-0.01272741383992765,0.026334449169160643,0.0989987766914136,28,22,0,0.47988766169832847,5.587165462120632,5.593968979785249,exp2,10
Ozone,real,EB1,50,-0.20106549332311885,0.8621064418339838,0.25066313977323296,0.10551317670603433,-0.44607343319494946,0.043942446548711746,-0.23322583333838273,22,28,0,0.47988766169832847,9.279691982433127,9.078626489110007,exp2,10
Ozone,real,EB2,50,-0.20106549332311885,0.8621064418339838,0.25066313977323296,0.10551317670603433,-0.44607343319494946,0.043942446548711746,-0.23322583333838273,22,28,0,0.47988766169832847,9.279691982433127,9.078626489110007,exp2,10
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.3044613655961844,0.3044613655961844,exp3,10
waveform,synthetic,R2,50,-0.0017398079554433597,0.09382437723707375,0.9922979176054624,0.8962168541220162,-0.02840440093506486,0.024924785024178137,-0.018543240111759486,25,25,0,1.0,0.020466092197567072,0.018726284242123713,exp3,10
waveform,synthetic,R3,50,-0.0017353943540348964,0.09328034708153024,0.9845965528965382,0.8958783811272879,-0.028245375674156078,0.024774586966086285,-0.018604072651210248,25,25,0,1.0,0.3247649848043383,0.3230295904503034,exp3,10
waveform,synthetic,R4,50,-0.014231312091072965,0.44663205358158,0.7500615576122862,0.8226753471841809,-0.14116273728255835,0.11270011310041243,-0.03186361564726686,23,27,0,0.6718110337653662,42.06505910611985,42.05082779402878,exp3,10
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,10
twonorm,synthetic,R2,50,0.0026945075816894593,0.03568296987851142,0.16450697560774286,0.5957879415148939,-0.007446480252532333,0.01283549541591125,0.07551242485878716,29,21,0,0.3222363203575473,0.018136853590222587,0.020831361171912047,exp3,10
twonorm,synthetic,R3,50,0.0026962574559916334,0.03563189689879993,0.16450697560774286,0.595024207078392,-0.007430215597995358,0.012822730509978624,0.0756697703647218,29,21,0,0.3222363203575473,0.01812273313503544,0.020818990591027074,exp3,10
twonorm,synthetic,R4,50,-0.13824768000000007,0.6865184127288443,0.167457719479163,0.16080204185358526,-0.3333540541374573,0.05685869413745715,-0.20137505045273135,19,31,0,0.11892045255943624,33.9524096,33.814161920000004,exp3,10
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,10
threenorm,synthetic,R2,50,0.01210703087157971,0.0402308055801645,0.08751944766327258,0.03839566094925014,0.0006735624316368924,0.02354049931152253,0.30093930998858726,30,20,0,0.20263875106454096,0.01575585324529355,0.02786288411687326,exp3,10
threenorm,synthetic,R3,50,0.012092857265085273,0.04018293993149793,0.08751944766327258,0.038392119466519624,0.0006729920919797619,0.02351272243819079,0.30094505991101284,30,20,0,0.20263875106454096,0.015749553998734636,0.02784241126381991,exp3,10
threenorm,synthetic,R4,50,-0.031223679999999802,0.9339537855034494,0.9691988460743741,0.8141093184965469,-0.29665040901841355,0.23420304901841396,-0.033431718447576746,24,26,0,0.8877248273407867,63.01797344,62.98674976,exp3,10
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,10
ringnorm,synthetic,R2,50,-0.024854149863963587,0.2993749305666967,0.45729858381324795,0.5598714014390779,-0.10993556374527126,0.060227264017344094,-0.08302014406121563,23,27,0,0.6718110337653662,0.6403284030189331,0.6154742531549695,exp3,10
ringnorm,synthetic,R3,50,-0.024365653959876585,0.2956510597897399,0.45729858381324795,0.5627327214646134,-0.10838875547610069,0.059657447556347526,-0.08241355189866348,23,27,0,0.6718110337653662,0.6355987166252604,0.6112330626653837,exp3,10
ringnorm,synthetic,R4,50,-0.20440368000000006,1.1289920741686232,0.2669442834760749,0.20649718814428933,-0.5252596773583247,0.11645231735832454,-0.18104970325014955,23,27,0,0.6718110337653662,43.04176096,42.83735728,exp3,10
twonorm,class,absdiff,50,0.002619999999999998,0.014419615325051115,0.3130748192439044,0.20490570798722677,-0.0014780093328375663,0.006718009332837562,0.18169694134962722,28,22,0,0.47988766169832847,0.020652,0.023272,exp4,10
twonorm,class,eOB,50,0.0037,0.015740562446191333,0.12280781252761763,0.10287075252100918,-0.0007734183509417519,0.008173418350941753,0.23506148605860466,29,15,6,0.04876676590447465,0.0855,0.0892,exp4,10
twonorm,class,eTS,50,-0.0004319999999999999,0.0068064027479533525,0.5484641658032359,0.655555823557363,-0.0023663582582058376,0.0015023582582058383,-0.06346964997478291,20,28,2,0.3123268074732697,0.083176,0.082744,exp4,10
twonorm,class,ratio,50,0.18520839463807778,0.9686013256909055,0.2546669176637165,0.1825594454801094,-0.09006505635227294,0.46048184562842853,0.1912122043669187,28,22,0,0.47988766169832847,1.3005177177540208,1.4857261123920986,exp4,10
friedman1,reg,absdiff,50,-0.0205103112017677,0.4338814755365562,0.7209635618344732,0.7396088599373214,-0.14381806220710444,0.10279743980356904,-0.04727169136779527,22,28,0,0.47988766169832847,1.187248551514591,1.1667382403128232,exp4,10
friedman1,reg,eOB,50,-0.09867697886285802,0.5270043255577705,0.41191478228305617,0.1916477763503079,-0.24844995101902437,0.051095993293308294,-0.1872413072860841,23,27,0,0.6718110337653662,8.290666402382556,8.191989423519697,exp4,10
friedman1,reg,eTS,50,-0.025132905526474635,0.3586073652493739,0.5559619018881657,0.6224103947815358,-0.1270479910879554,0.07678218003500613,-0.07008474438052137,22,28,0,0.47988766169832847,8.08893755285498,8.063804647328505,exp4,10
friedman1,reg,ratio,50,-0.028442900614011984,0.49494372323439123,0.636205577450967,0.686252851381641,-0.1691043504045748,0.11221854917655084,-0.05746693872212667,23,27,0,0.6718110337653662,1.2990224155853494,1.2705795149713375,exp4,10
friedman1,reg,mse_oob_outputs,50,0.09161832448590648,0.5750679852342038,0.39560951361094243,0.2654223310924244,-0.07181418861391908,0.25505083758573205,0.15931737957659695,26,24,0,0.8877248273407867,10.879411381782809,10.971029706268714,exp5,10
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.317054132254972,13.317054132254972,exp5,10
friedman2,reg,mse_oob_outputs,50,20.429906251427237,1435.9128434104505,0.6851558007537824,0.9202738649817865,-387.6520086117552,428.5118211146097,0.014227817757311766,24,26,0,0.8877248273407867,27193.56974926271,27213.999655514137,exp5,10
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38246.624591703556,38246.624591703556,exp5,10
friedman3,reg,mse_oob_outputs,50,0.0003715312758696918,0.0031841458231013256,0.4064359098543248,0.4133342002966004,-0.0005333929544955677,0.0012764555062349512,0.11668161463403838,27,23,0,0.6718110337653662,0.04041560922949309,0.04078714050536278,exp5,10
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.04438139725926755,0.04438139725926755,exp5,10
Boston,reg,mse_oob_outputs,50,-0.13551694652141427,3.818393607215105,0.8018255165128876,0.8028973804093811,-1.2206924027369441,0.9496585096941158,-0.035490565002347096,26,24,0,0.8877248273407867,19.839449289996214,19.703932343474797,exp5,10
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,23.075760784313726,23.075760784313726,exp5,10
Ozone,reg,mse_oob_outputs,50,-109.16301065071484,819.8701102972748,0.48100358466826343,0.351072765896962,-342.16751791213755,123.84149661070794,-0.13314671346066473,25,25,0,1.0,5626.441861821529,5517.278851170813,exp5,10
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9687.597137034994,9687.597137034994,exp5,10
waveform,synthetic,E1_B,50,0.0006451109418786151,0.0037785552037202796,0.20602210329057916,0.2331351382501494,-0.00042874256533571566,0.0017189644490929457,0.17072952678935419,28,22,0,0.47988766169832847,0.0204313882510503,0.021076499192928914,exp1,11
waveform,synthetic,E2_B,50,0.0008419383988645327,0.004176110298479271,0.1765484404670192,0.16032751506569504,-0.0003448990161666102,0.0020287758138956757,0.20160827628789504,28,22,0,0.47988766169832847,0.022758101550672323,0.02360003994953686,exp1,11
twonorm,synthetic,E1_B,50,-0.000693434784121582,0.005460060018726757,0.6021737871802046,0.37355855009777283,-0.0022451666722616828,0.0008582971040185189,-0.12700131166017578,26,24,0,0.8877248273407867,0.005981175375647438,0.005287740591525855,exp1,11
twonorm,synthetic,E2_B,50,-0.0006934347841215822,0.005460060018726757,0.6021737871802046,0.37355855009777283,-0.002245166672261683,0.0008582971040185187,-0.12700131166017578,26,24,0,0.8877248273407867,0.005981175375647438,0.005287740591525855,exp1,11
threenorm,synthetic,E1_B,50,-0.0004389369792851372,0.006894275130655957,0.5755543588128955,0.6545569679394889,-0.0023982682923399724,0.0015203943337696983,-0.06366687881853861,23,27,0,0.6718110337653662,0.0065239125381515795,0.006084975558866442,exp1,11
threenorm,synthetic,E2_B,50,-0.0004389369792851372,0.006894275130655957,0.5755543588128955,0.6545569679394889,-0.0023982682923399724,0.0015203943337696983,-0.06366687881853861,23,27,0,0.6718110337653662,0.0065239125381515795,0.006084975558866442,exp1,11
ringnorm,synthetic,E1_B,50,-0.0012525640653362152,0.009099500092529324,0.46316257951376605,0.33516189192351276,-0.0038386133782161527,0.0013334852475437222,-0.13765196467930896,26,24,0,0.8877248273407867,0.037192399557928184,0.03593983549259197,exp1,11
ringnorm,synthetic,E2_B,50,-0.0012525640653362152,0.009099500092529324,0.46316257951376605,0.33516189192351276,-0.0038386133782161527,0.0013334852475437222,-0.13765196467930896,26,24,0,0.8877248273407867,0.037192399557928184,0.03593983549259197,exp1,11
breast-cancer,real,E1_B,50,-5.306145372238225e-05,0.0025375156463577123,0.7647480512552821,0.8830587684760073,-0.0007742154211884586,0.0006680925137436942,-0.020910788786089006,23,27,0,0.6718110337653662,0.005572181252885132,0.005519119799162749,exp1,11
breast-cancer,real,E2_B,50,-5.306145372238226e-05,0.0025375156463577123,0.7647480512552821,0.8830587684760072,-0.0007742154211884589,0.0006680925137436942,-0.020910788786089013,23,27,0,0.6718110337653662,0.005572181252885132,0.005519119799162749,exp1,11
diabetes,real,E1_B,50,-4.164853295361648e-05,0.0036270105440630632,0.9538126133980462,0.9356166435670599,-0.0010724335244261956,0.0009891364585189627,-0.01148288168662471,25,25,0,1.0,0.003507677342874987,0.0034660288099213703,exp1,11
diabetes,real,E2_B,50,-4.164853295361648e-05,0.0036270105440630632,0.9538126133980462,0.9356166435670599,-0.0010724335244261956,0.0009891364585189627,-0.01148288168662471,25,25,0,1.0,0.003507677342874987,0.0034660288099213703,exp1,11
vehicle,real,E1_B,50,6.313067932354089e-05,0.001610988141908257,0.6851558007537824,0.7828706441910606,-0.0003947070848476945,0.0005209684434947762,0.039187550597834304,25,25,0,1.0,0.003174513587672992,0.0032376442669965334,exp1,11
vehicle,real,E2_B,50,0.00010152715485006598,0.001983662651088602,0.6089143464848256,0.7189761264694386,-0.000462223532953638,0.00066527784265377,0.05118166377450799,25,25,0,1.0,0.003730173839993028,0.003831700994843094,exp1,11
satellite,real,E1_B,50,-2.253480323773721e-05,0.00037504023677640305,0.6500418172027819,0.6727879612568598,-0.00012912005921396496,8.405045273849055e-05,-0.06008636148332089,26,24,0,0.8877248273407867,0.001691017383511316,0.001668482580273579,exp1,11
satellite,real,E2_B,50,-2.3888361393599504e-05,0.0005057009967730505,0.786935771101394,0.7397869104266017,-0.0001676069944975567,0.0001198302717103577,-0.04723811411493059,25,25,0,1.0,0.0022458971332159814,0.002222008771822382,exp1,11
dna,real,E1_B,50,0.0002789028694143773,0.0008630556467520113,0.04674808814507538,0.026675437786657777,3.362516848962217e-05,0.0005241805703391323,0.3231574585763839,27,23,0,0.6718110337653662,0.005761303732322893,0.00604020660173727,exp1,11
dna,real,E2_B,50,0.00027943479645053487,0.0009137057791593874,0.05978317200665998,0.03548733479002737,1.9762487165161085e-05,0.0005391071057359087,0.30582579515652825,26,24,0,0.8877248273407867,0.006302139123885889,0.006581573920336424,exp1,11
friedman1,synthetic,EB1,50,0.006650685062213712,0.08758661594145709,0.9230974354523004,0.5937491859668546,-0.01824115577186056,0.03154252589628798,0.0759326638062947,22,28,0,0.47988766169832847,2.10146281821456,2.1081135032767735,exp2,11
friedman1,synthetic,EB2,50,0.006650685062213712,0.08758661594145709,0.9230974354523004,0.5937491859668546,-0.01824115577186056,0.03154252589628798,0.0759326638062947,22,28,0,0.47988766169832847,2.10146281821456,2.1081135032767735,exp2,11
friedman2,synthetic,EB1,50,-0.2825575921728938,4.099885588967029,0.7573938559469158,0.6281999726534833,-1.447732184449582,0.8826170001037946,-0.06891840907299183,24,26,0,0.8877248273407867,241.98032479713063,241.69776720495773,exp2,11
friedman2,synthetic,EB2,50,-0.2825575921728938,4.099885588967029,0.7573938559469158,0.6281999726534833,-1.447732184449582,0.8826170001037946,-0.06891840907299183,24,26,0,0.8877248273407867,241.98032479713063,241.69776720495773,exp2,11
friedman3,synthetic,EB1,50,0.00021034641873937055,0.005598607737509359,0.8092978369633542,0.7916091190088627,-0.0013807602954148523,0.0018014531328935937,0.037571201377460124,27,23,0,0.6718110337653662,0.1468670315019723,0.14707737792071168,exp2,11
friedman3,synthetic,EB2,50,0.00021034641873937055,0.005598607737509359,0.8092978369633542,0.7916091190088627,-0.0013807602954148523,0.0018014531328935937,0.037571201377460124,27,23,0,0.6718110337653662,0.1468670315019723,0.14707737792071168,exp2,11
Boston,real,EB1,50,-0.0035243174220837403,0.08231472628142356,0.6851558007537824,0.7633628200087075,-0.026917903792256035,0.019869268948088555,-0.042815150839894046,30,20,0,0.20263875106454096,5.772087474678751,5.7685631572566685,exp2,11
Boston,real,EB2,50,-0.0035243174220837403,0.08231472628142356,0.6851558007537824,0.7633628200087075,-0.026917903792256035,0.019869268948088555,-0.042815150839894046,30,20,0,0.20263875106454096,5.772087474678751,5.7685631572566685,exp2,11
Ozone,real,EB1,50,0.20513868906526853,1.030616351555111,0.2202113226066333,0.1656037457060514,-0.08775923726917577,0.4980366153997129,0.19904466754843544,29,21,0,0.3222363203575473,9.871083615156975,10.076222304222243,exp2,11
Ozone,real,EB2,50,0.20513868906526853,1.030616351555111,0.2202113226066333,0.1656037457060514,-0.08775923726917577,0.4980366153997129,0.19904466754843544,29,21,0,0.3222363203575473,9.871083615156975,10.076222304222243,exp2,11
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.41530754842054135,0.41530754842054135,exp3,11
waveform,synthetic,R2,50,-0.02261998768942974,0.09276729080557573,0.12962944555138656,0.09097975584666088,-0.048984160029232296,0.0037441846503728205,-0.2438358120949909,19,31,0,0.11892045255943624,0.017304743056126587,-0.005315244633303151,exp3,11
