dataset,type,metric,n_runs,mean_diff,sd_diff,wilcox_p,t_p,ci_lo,ci_hi,cohens_dz,n_pos,n_neg,n_zero,sign_p,OOB,SB_OOB,exp,seed
twonorm,synthetic,E1_B,50,0.00031205781299289303,0.005408172809314694,0.4992123980734634,0.6850446202885055,-0.001224927893391851,0.0018490435193776371,0.057701154159760654,27,23,0,0.6718110337653662,0.004828609912810965,0.005140667725803858,exp1,91
twonorm,synthetic,E2_B,50,0.00031205781299289303,0.005408172809314694,0.4992123980734634,0.6850446202885055,-0.001224927893391851,0.0018490435193776371,0.057701154159760654,27,23,0,0.6718110337653662,0.004828609912810965,0.005140667725803858,exp1,91
threenorm,synthetic,E1_B,50,0.0001365133421671072,0.006046916758540329,0.7795196393306987,0.8738254050945684,-0.0015820013860544863,0.0018550280703887006,0.02257569396408564,23,27,0,0.6718110337653662,0.006522138752895464,0.006658652095062572,exp1,91
threenorm,synthetic,E2_B,50,0.0001365133421671072,0.006046916758540329,0.7795196393306987,0.8738254050945684,-0.0015820013860544863,0.0018550280703887006,0.02257569396408564,23,27,0,0.6718110337653662,0.006522138752895464,0.006658652095062572,exp1,91
ringnorm,synthetic,E1_B,50,0.0013349247784890227,0.009316827520355167,0.27535187847648496,0.3159653830848102,-0.0013128883059919947,0.00398273786297004,0.14328104449422438,29,21,0,0.3222363203575473,0.03894391499671599,0.040278839775205015,exp1,91
ringnorm,synthetic,E2_B,50,0.0013349247784890227,0.009316827520355167,0.27535187847648496,0.3159653830848102,-0.0013128883059919947,0.00398273786297004,0.14328104449422438,29,21,0,0.3222363203575473,0.03894391499671599,0.040278839775205015,exp1,91
breast-cancer,real,E1_B,50,0.00021664585428350593,0.002495280675053605,0.8018255165128876,0.5421041731670309,-0.000492505067145991,0.0009257967757130028,0.08682223865611904,27,23,0,0.6718110337653662,0.005231056308778692,0.005447702163062199,exp1,91
breast-cancer,real,E2_B,50,0.00021664585428350593,0.002495280675053605,0.8018255165128876,0.5421041731670309,-0.000492505067145991,0.0009257967757130028,0.08682223865611904,27,23,0,0.6718110337653662,0.005231056308778692,0.005447702163062199,exp1,91
diabetes,real,E1_B,50,0.000360836164374167,0.0027123093308303835,0.42861211522453463,0.3514680561378045,-0.0004099936185795555,0.0011316659473278895,0.13303650887920504,26,24,0,0.8877248273407867,0.0029080168534493956,0.0032688530178235625,exp1,91
diabetes,real,E2_B,50,0.000360836164374167,0.0027123093308303835,0.42861211522453463,0.3514680561378045,-0.0004099936185795555,0.0011316659473278895,0.13303650887920504,26,24,0,0.8877248273407867,0.0029080168534493956,0.0032688530178235625,exp1,91
vehicle,real,E1_B,50,0.00018768216078669922,0.001819458341442888,0.48703270055524284,0.46922933229888886,-0.00032940217855684565,0.0007047665001302441,0.10315276613470652,26,24,0,0.8877248273407867,0.0032493790624907957,0.003437061223277495,exp1,91
vehicle,real,E2_B,50,0.00019423544842943062,0.0022596748789610955,0.4690682518168938,0.5461206590605404,-0.00044795704661400684,0.0008364279434728681,0.08595725439879741,27,23,0,0.6718110337653662,0.0038681745922279232,0.004062410040657354,exp1,91
satellite,real,E1_B,50,4.507315514495306e-05,0.00033304202758085126,0.3441377171515169,0.3432741621178135,-4.957634184144703e-05,0.00013972265213135312,0.13533773942092286,29,21,0,0.3222363203575473,0.0016712631075098319,0.001716336262654785,exp1,91
satellite,real,E2_B,50,4.598204525350981e-05,0.0004256490688998963,0.5303557077753188,0.4486051757638214,-7.498608167252602e-05,0.00016695017217954562,0.10802806493234411,28,22,0,0.47988766169832847,0.0022323644916832247,0.0022783465369367343,exp1,91
dna,real,E1_B,50,-4.206205965484023e-05,0.0008410150259928947,0.6431082253817728,0.7251194837071473,-0.00028107588546668043,0.000196951766157,-0.05001344607985112,23,27,0,0.6718110337653662,0.00585588454439748,0.00581382248474264,exp1,91
dna,real,E2_B,50,-4.4173150346915e-05,0.0009015420780941356,0.5954670611307022,0.7304778920465417,-0.0003003885740383542,0.00021204227334452417,-0.04899732516123624,24,26,0,0.8877248273407867,0.006356548065759869,0.006312374915412955,exp1,91
friedman1,synthetic,EB1,50,0.00553150781208549,0.06958043306007748,0.45729858381324795,0.5765859741986998,-0.014243032467619661,0.02530604809179064,0.07949803657171044,29,21,0,0.3222363203575473,2.1239840892568282,2.129515597068914,exp2,91
friedman1,synthetic,EB2,50,0.00553150781208549,0.06958043306007748,0.45729858381324795,0.5765859741986998,-0.014243032467619661,0.02530604809179064,0.07949803657171044,29,21,0,0.3222363203575473,2.1239840892568282,2.129515597068914,exp2,91
friedman2,synthetic,EB1,50,0.7254731719374677,3.012724699243019,0.1224612993943274,0.09495416338031372,-0.13073371406171697,1.5816800579366523,0.240803008691684,29,21,0,0.3222363203575473,246.30935478434964,247.0348279562871,exp2,91
friedman2,synthetic,EB2,50,0.7254731719374677,3.012724699243019,0.1224612993943274,0.09495416338031372,-0.13073371406171697,1.5816800579366523,0.240803008691684,29,21,0,0.3222363203575473,246.30935478434964,247.0348279562871,exp2,91
friedman3,synthetic,EB1,50,0.0002659311167072986,0.005665906844016308,0.6993995433003242,0.7413932205405247,-0.0013443017918938717,0.001876164025308469,0.04693531398034634,27,23,0,0.6718110337653662,0.1550029203392885,0.1552688514559958,exp2,91
friedman3,synthetic,EB2,50,0.0002659311167072986,0.005665906844016308,0.6993995433003242,0.7413932205405247,-0.0013443017918938717,0.001876164025308469,0.04693531398034634,27,23,0,0.6718110337653662,0.1550029203392885,0.1552688514559958,exp2,91
Boston,real,EB1,50,-0.008216861076012005,0.08971105466048485,0.5887946203160308,0.520230025930427,-0.03371246071372735,0.01727873856170334,-0.09159251451350173,24,26,0,0.8877248273407867,5.636111155270021,5.627894294194009,exp2,91
Boston,real,EB2,50,-0.008216861076012005,0.08971105466048485,0.5887946203160308,0.520230025930427,-0.03371246071372735,0.01727873856170334,-0.09159251451350173,24,26,0,0.8877248273407867,5.636111155270021,5.627894294194009,exp2,91
Ozone,real,EB1,50,0.15182770029883358,1.0527094483758468,0.2882989493743761,0.31281841723689613,-0.14734901468022654,0.4510044152778937,0.14422564605369328,26,24,0,0.8877248273407867,9.585525167666328,9.737352867965162,exp2,91
Ozone,real,EB2,50,0.15182770029883358,1.0527094483758468,0.2882989493743761,0.31281841723689613,-0.14734901468022654,0.4510044152778937,0.14422564605369328,26,24,0,0.8877248273407867,9.585525167666328,9.737352867965162,exp2,91
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.34042246683482186,0.34042246683482186,exp3,91
waveform,synthetic,R2,50,0.022414032784359206,0.11678441136664884,0.33438061799846136,0.18095995807393678,-0.010775729696962175,0.055603795265680586,0.19192658097140677,28,22,0,0.47988766169832847,-0.025314916098293404,-0.0029008833139341932,exp3,91
waveform,synthetic,R3,50,0.022299914117128353,0.11612278863519776,0.33438061799846136,0.18071288076313263,-0.010701817264390137,0.05530164549864685,0.19203736302943958,28,22,0,0.47988766169832847,0.315108791455359,0.33740870557248737,exp3,91
waveform,synthetic,R4,50,0.06049827822121074,0.5108817969171847,0.4750153427207917,0.4064608957646906,-0.08469272199266124,0.2056892784350827,0.11841932632220535,27,23,0,0.6718110337653662,41.73767408337514,41.79817236159635,exp3,91
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,91
twonorm,synthetic,R2,50,-0.002906538597154368,0.03646080763089628,0.7943712781742429,0.5755408157807552,-0.013268585474689804,0.007455508280381069,-0.07971679142651288,28,22,0,0.47988766169832847,0.014390048375057035,0.011483509777902667,exp3,91
twonorm,synthetic,R3,50,-0.0028980998826497097,0.036409046012280954,0.7943712781742429,0.5761065998541266,-0.013245436270939302,0.007449236505639882,-0.0795983471160482,28,22,0,0.47988766169832847,0.014378106605083317,0.011480006722433607,exp3,91
twonorm,synthetic,R4,50,0.0056203199999999495,0.7001662750403611,1.0,0.9549669475845177,-0.19336473369062904,0.20460537369062892,0.008027121842845066,24,26,0,0.8877248273407867,33.53991792,33.54553824,exp3,91
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,91
threenorm,synthetic,R2,50,0.007148765656757087,0.03196311337897357,0.12481544226448382,0.1201997312440683,-0.001935050657400698,0.016232581970914872,0.2236567374397198,31,19,0,0.11892045255943624,0.014760609604010072,0.02190937526076716,exp3,91
threenorm,synthetic,R3,50,0.007142594350797966,0.03192201082099316,0.12481544226448382,0.1200467589429374,-0.0019295407456289566,0.01621472944722489,0.22375139181710685,31,19,0,0.11892045255943624,0.014752999067508673,0.02189559341830664,exp3,91
threenorm,synthetic,R4,50,-0.03253952000000055,0.9272213904118686,0.9538126133980462,0.805056072432602,-0.29605292350343215,0.23097388350343104,-0.03509358211154577,26,24,0,0.8877248273407867,62.84396416,62.81142464,exp3,91
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,91
ringnorm,synthetic,R2,50,0.008802149792147043,0.26167338995068806,0.8092978369633542,0.8129845602067635,-0.06556460479874644,0.08316890438304053,0.03363792471907745,27,23,0,0.6718110337653662,0.589768056746739,0.598570206538886,exp3,91
ringnorm,synthetic,R3,50,0.008788152201769718,0.2584611629756869,0.786935771101394,0.811000605958646,-0.06466569758368988,0.08224200198722931,0.03400182874901173,27,23,0,0.6718110337653662,0.5858128621834604,0.5946010143852302,exp3,91
ringnorm,synthetic,R4,50,0.04065295999999989,1.2594911356603096,0.671023113948987,0.8204134207584195,-0.3172904602794059,0.39859638027940564,0.03227728949333723,27,23,0,0.6718110337653662,43.85575632,43.89640928,exp3,91
twonorm,class,absdiff,50,-0.0024760000000000003,0.01557412244063589,0.31307200078438346,0.2664180207243782,-0.006902116624734203,0.0019501166247342023,-0.15898167035977825,22,28,0,0.47988766169832847,0.024988000000000003,0.022512,exp4,91
twonorm,class,eOB,50,0.0006000000000000008,0.020269611314900512,0.8265693363637266,0.8350737071561023,-0.005160559797815392,0.006360559797815394,0.029600962281843626,19,18,13,1.0,0.09620000000000001,0.0968,exp4,91
twonorm,class,eTS,50,7.599999999999941e-05,0.007397726070922616,0.9422755202456048,0.9423850540549725,-0.002026410487174989,0.002178410487174988,0.010273427168211025,25,25,0,1.0,0.082748,0.082824,exp4,91
twonorm,class,ratio,50,-0.16949260182814024,1.0354122113826785,0.30165031586426316,0.25267785569659346,-0.4637534964449775,0.12476829278869701,-0.1636957725288961,22,28,0,0.47988766169832847,1.6328382923124063,1.4633456904842659,exp4,91
friedman1,reg,absdiff,50,0.009355959944781507,0.49684387500989396,0.636205577450967,0.8946171261540065,-0.13184550700534384,0.15055742689490684,0.018830784508705466,28,22,0,0.47988766169832847,1.4152121556169166,1.424568115561698,exp4,91
friedman1,reg,eOB,50,0.0008522736077769544,0.4646274678402556,0.9307672881116184,0.9897039376794581,-0.13119339172936706,0.13289793894492097,0.001834316020399328,27,23,0,0.6718110337653662,8.50654879841007,8.507401072017847,exp4,91
friedman1,reg,eTS,50,0.009734466219485824,0.29096354368960514,0.9538126133980462,0.8139770427976404,-0.0729564579609944,0.09242539039996604,0.03345596529395581,25,25,0,1.0,8.326064296475264,8.33579876269475,exp4,91
friedman1,reg,ratio,50,0.00825588795538425,0.5704995530530472,0.636205577450967,0.9189141395979258,-0.1538782910840111,0.1703900669947796,0.014471331153902915,28,22,0,0.47988766169832847,1.5569402985846972,1.5651961865400814,exp4,91
friedman1,reg,mse_oob_outputs,50,-0.16669148184985186,0.6758271418517892,0.14229491006591793,0.08741850545975123,-0.358759430422797,0.02537646672309326,-0.24664810204738385,20,30,0,0.20263875106454096,10.831437149655546,10.664745667805693,exp5,91
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.250299292624495,13.250299292624495,exp5,91
friedman2,reg,mse_oob_outputs,50,297.49412763258556,1670.1861560013904,0.31077639734955714,0.21381593011307462,-177.16752599551026,772.1557812606814,0.17812034099529317,26,24,0,0.8877248273407867,26767.490876754604,27064.985004387192,exp5,91
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38195.25828302337,38195.25828302337,exp5,91
friedman3,reg,mse_oob_outputs,50,0.00040595756116945414,0.0040784297980035866,0.6089143464848256,0.484865162530452,-0.0007531193627832501,0.0015650344851221585,0.09953770967644768,26,24,0,0.8877248273407867,0.04020183911881047,0.04060779667997993,exp5,91
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.043015257923515814,0.043015257923515814,exp5,91
Boston,reg,mse_oob_outputs,50,-0.7114895375960334,4.629689159991368,0.057210922341203604,0.28249512185745906,-2.0272326387882473,0.6042535635961807,-0.15367976402056333,20,30,0,0.20263875106454096,19.7246198671797,19.013130329583667,exp5,91
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,18.763839215686275,18.763839215686275,exp5,91
Ozone,reg,mse_oob_outputs,50,25.876489329516644,862.0168579307269,0.7282021738647839,0.8327822684699642,-219.10599107870533,270.8589697377386,0.03001854208702276,27,23,0,0.6718110337653662,6138.506704973948,6164.383194303465,exp5,91
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9221.16097972973,9221.16097972973,exp5,91
waveform,synthetic,E1_B,50,-0.0006973245216792829,0.004398033503026405,0.2882989493743761,0.26769116309821617,-0.0019472318136042573,0.0005525827702456914,-0.15855370842432992,20,30,0,0.20263875106454096,0.02042628065954307,0.01972895613786379,exp1,92
waveform,synthetic,E2_B,50,-0.0007312236730051894,0.00469255164427024,0.2839384093519745,0.27590573391037276,-0.0020648320945581083,0.0006023847485477298,-0.1558264518831748,22,28,0,0.47988766169832847,0.022725308229422342,0.021994084556417152,exp1,92
twonorm,synthetic,E1_B,50,0.002421512563347815,0.005398807116433907,0.0025154539349231462,0.0026161123495984455,0.0008871885574293291,0.003955836569266301,0.4485273341173383,36,14,0,0.0026021714567221487,0.003920083525161673,0.006341596088509488,exp1,92
twonorm,synthetic,E2_B,50,0.002421512563347815,0.005398807116433907,0.0025154539349231462,0.0026161123495984455,0.0008871885574293291,0.003955836569266301,0.4485273341173383,36,14,0,0.0026021714567221487,0.003920083525161673,0.006341596088509488,exp1,92
threenorm,synthetic,E1_B,50,-0.0008699627868800158,0.005727806138255953,0.18600198276773772,0.28809081931143876,-0.002497787280261498,0.0007578617065014662,-0.1518841186103601,18,32,0,0.06490864707227226,0.006499656925221376,0.00562969413834136,exp1,92
threenorm,synthetic,E2_B,50,-0.0008699627868800158,0.005727806138255953,0.18600198276773772,0.2880908193114388,-0.0024977872802614976,0.0007578617065014659,-0.1518841186103601,18,32,0,0.06490864707227226,0.006499656925221376,0.00562969413834136,exp1,92
ringnorm,synthetic,E1_B,50,0.0013698207840460136,0.010131917820823712,0.29270441635494554,0.3437661008084847,-0.001509638400773234,0.0042492799688652605,0.1351985683530395,29,21,0,0.3222363203575473,0.03583285679587547,0.03720267757992149,exp1,92
ringnorm,synthetic,E2_B,50,0.0013698207840460136,0.010131917820823712,0.29270441635494554,0.3437661008084847,-0.001509638400773234,0.0042492799688652605,0.1351985683530395,29,21,0,0.3222363203575473,0.03583285679587547,0.03720267757992149,exp1,92
breast-cancer,real,E1_B,50,-0.0003773196651722999,0.002447172031198972,0.17965899197885082,0.2809313758928067,-0.001072798261296146,0.0003181589309515462,-0.15418599933386587,20,30,0,0.20263875106454096,0.005558707889781363,0.005181388224609063,exp1,92
breast-cancer,real,E2_B,50,-0.0003773196651722999,0.002447172031198972,0.17965899197885082,0.2809313758928067,-0.001072798261296146,0.0003181589309515462,-0.15418599933386587,20,30,0,0.20263875106454096,0.005558707889781363,0.005181388224609063,exp1,92
diabetes,real,E1_B,50,-0.0004911197506092718,0.003636814345333224,0.2202113226066333,0.3443229437621299,-0.0015246909515747357,0.0005424514503561921,-0.13504119374129692,19,31,0,0.11892045255943624,0.003443852563736008,0.002952732813126736,exp1,92
diabetes,real,E2_B,50,-0.0004911197506092718,0.003636814345333224,0.2202113226066333,0.3443229437621299,-0.0015246909515747357,0.0005424514503561921,-0.13504119374129692,19,31,0,0.11892045255943624,0.003443852563736008,0.002952732813126736,exp1,92
vehicle,real,E1_B,50,4.23676042596155e-05,0.0017677080545105688,0.9768966233582237,0.8661199389792144,-0.0004600094662667625,0.0005447446747859935,0.023967534769957225,25,25,0,1.0,0.0033622034173027113,0.003404571021562327,exp1,92
vehicle,real,E2_B,50,0.00012149957537953769,0.002225512042688031,0.7721235216141921,0.7011397988647616,-0.0005109839490202794,0.0007539830997793548,0.054593986933805745,24,26,0,0.8877248273407867,0.003993627074353049,0.0041151266497325865,exp1,92
satellite,real,E1_B,50,7.19330197500826e-05,0.00034638248031005893,0.2546669176637165,0.14837441281348462,-2.6507791952847738e-05,0.00017037383145301294,0.20766933617916492,29,21,0,0.3222363203575473,0.0017082885788913603,0.0017802215986414429,exp1,92
satellite,real,E2_B,50,7.240368201705651e-05,0.00045406523619725823,0.37970045043418704,0.2650102981795089,-5.664023030013018e-05,0.00020144759433424317,0.15945656316574386,27,23,0,0.6718110337653662,0.0022833493369459295,0.002355753018962986,exp1,92
dna,real,E1_B,50,5.987866736389715e-05,0.0008719287757639844,0.45729858381324795,0.6294171739524237,-0.00018792074892446861,0.0003076780836522629,0.06867380573766639,26,24,0,0.8877248273407867,0.006234283601617226,0.006294162268981124,exp1,92
dna,real,E2_B,50,4.613292207488616e-05,0.0008872941510055667,0.5954670611307022,0.7147214376383336,-0.00020603328554064928,0.00029829912969042157,0.051992816612849206,26,24,0,0.8877248273407867,0.006786718486261005,0.006832851408335891,exp1,92
friedman1,synthetic,EB1,50,-0.0044772150848240155,0.0768746043472633,0.9384435759105285,0.6822655155192496,-0.026324735907794616,0.017370305738146585,-0.05824049597184564,27,23,0,0.6718110337653662,2.1222006228619104,2.1177234077770866,exp2,92
friedman1,synthetic,EB2,50,-0.0044772150848240155,0.0768746043472633,0.9384435759105285,0.6822655155192496,-0.026324735907794616,0.017370305738146585,-0.05824049597184564,27,23,0,0.6718110337653662,2.1222006228619104,2.1177234077770866,exp2,92
friedman2,synthetic,EB1,50,-0.01463772041282084,4.398441389359571,0.8092978369633542,0.9813214495798462,-1.2646609323510805,1.2353854915254388,-0.003327933492130071,22,28,0,0.47988766169832847,242.03843406761723,242.0237963472044,exp2,92
friedman2,synthetic,EB2,50,-0.01463772041282084,4.398441389359571,0.8092978369633542,0.9813214495798462,-1.2646609323510805,1.2353854915254388,-0.003327933492130071,22,28,0,0.47988766169832847,242.03843406761723,242.0237963472044,exp2,92
friedman3,synthetic,EB1,50,0.00025330053371300286,0.006125917110535548,0.8848694295751556,0.771229380906377,-0.0014876658461286875,0.0019942669135546934,0.0413489978957385,25,25,0,1.0,0.15519086877527227,0.15544416930898527,exp2,92
friedman3,synthetic,EB2,50,0.00025330053371300286,0.006125917110535548,0.8848694295751556,0.771229380906377,-0.0014876658461286875,0.0019942669135546934,0.0413489978957385,25,25,0,1.0,0.15519086877527227,0.15544416930898527,exp2,92
Boston,real,EB1,50,-0.013900749048545435,0.08373100239206413,0.2796227402972028,0.24610304537434244,-0.0376968366358755,0.009895338538784633,-0.16601675187711504,20,30,0,0.20263875106454096,5.583155571643887,5.569254822595342,exp2,92
Boston,real,EB2,50,-0.013900749048545435,0.08373100239206413,0.2796227402972028,0.24610304537434244,-0.0376968366358755,0.009895338538784633,-0.16601675187711504,20,30,0,0.20263875106454096,5.583155571643887,5.569254822595342,exp2,92
Ozone,real,EB1,50,0.28247945470907865,1.098308023820677,0.09491595850462348,0.0750801506224676,-0.029656232026486994,0.5946151414446443,0.2571951115556993,30,20,0,0.20263875106454096,8.649893901594075,8.932373356303152,exp2,92
Ozone,real,EB2,50,0.28247945470907865,1.098308023820677,0.09491595850462348,0.0750801506224676,-0.029656232026486994,0.5946151414446443,0.2571951115556993,30,20,0,0.20263875106454096,8.649893901594075,8.932373356303152,exp2,92
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.3539812990585499,0.3539812990585499,exp3,92
waveform,synthetic,R2,50,0.016610241588980133,0.10634678161602418,0.43426419246345743,0.27480236402540836,-0.013613179338385042,0.046833662516345305,0.15618941482360127,27,23,0,0.6718110337653662,0.004383866498943514,0.02099410808792365,exp3,92
waveform,synthetic,R3,50,0.01634788387189341,0.10552839664583498,0.43426419246345743,0.27869155966235004,-0.013642954620359027,0.04633872236414585,0.15491454804111848,27,23,0,0.6718110337653662,0.35827887062710784,0.37462675449900124,exp3,92
waveform,synthetic,R4,50,-0.002306766304000831,0.6289081508889456,0.8924965189494958,0.9794138030246293,-0.1810404851822732,0.17642695257427154,-0.0036678906144566197,27,23,0,0.6718110337653662,42.13538156345377,42.13307479714977,exp3,92
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,92
twonorm,synthetic,R2,50,0.0052204938858497725,0.03348163868466571,0.9615039375273672,0.27561771792478384,-0.004294882545176408,0.01473587031687595,0.15592109857635827,27,23,0,0.6718110337653662,0.015506609932751148,0.02072710381860092,exp3,92
twonorm,synthetic,R3,50,0.005212517555471736,0.03344188930651344,0.9615039375273672,0.27577953333658567,-0.004291562227275661,0.014716597338219131,0.15586791486856874,27,23,0,0.6718110337653662,0.015501427584404169,0.020713945139875903,exp3,92
twonorm,synthetic,R4,50,-0.13126303999999991,0.8406053024692779,0.4064359098543248,0.2749129202324283,-0.3701604236748056,0.10763434367480579,-0.15615300024210502,22,28,0,0.47988766169832847,34.18686096,34.055597920000004,exp3,92
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,92
threenorm,synthetic,R2,50,-0.00029148383682077987,0.03863787628011071,0.9001335650486751,0.957674652802386,-0.011272246778661293,0.010689279105019734,-0.007543992188070247,21,29,0,0.3222363203575473,0.017257140258860947,0.016965656422040166,exp3,92
threenorm,synthetic,R3,50,-0.000286406976379824,0.03858622890384895,0.9001335650486751,0.9583555369646537,-0.011252491896292141,0.010679677943532492,-0.007422517942696783,21,29,0,0.3222363203575473,0.0172449717094005,0.016958564733020678,exp3,92
threenorm,synthetic,R4,50,0.17386607999999854,0.9235856453380169,0.29270441635494554,0.1893045478181908,-0.08861405618606032,0.43634621618605735,0.18825117180807466,28,22,0,0.47988766169832847,63.59637776,63.77024384,exp3,92
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,92
ringnorm,synthetic,R2,50,-0.030061470893660895,0.264137950801598,0.39560951361094243,0.4248479151916118,-0.10512864592856087,0.045005704141239083,-0.11380973768605092,23,27,0,0.6718110337653662,0.6732479808636936,0.6431865099700328,exp3,92
ringnorm,synthetic,R3,50,-0.029839819828622213,0.26056458281056577,0.39560951361094243,0.42198310138161443,-0.10389145491694173,0.0442118152596973,-0.11451986109070009,23,27,0,0.6718110337653662,0.6683578871573447,0.6385180673287224,exp3,92
ringnorm,synthetic,R4,50,-0.5827222400000001,1.1547413918993528,0.0032373838124751084,0.0008153001793687187,-0.9108961124885584,-0.25454836751144166,-0.5046344091307936,17,33,0,0.032839137564268595,43.90625088,43.32352864,exp3,92
twonorm,class,absdiff,50,0.001484,0.015428523280348152,0.5755476856244855,0.4996205511998294,-0.0029007378012176088,0.005868737801217609,0.09618548535297754,27,23,0,0.6718110337653662,0.022080000000000002,0.023564,exp4,92
twonorm,class,eOB,50,-0.0017000000000000003,0.01907584218591779,0.29046380341314787,0.5315183637119523,-0.0071212943651706275,0.003721294365170626,-0.08911795261416966,18,27,5,0.2326931919083111,0.0921,0.09040000000000001,exp4,92
twonorm,class,eTS,50,-0.000184,0.009244156676142026,0.9509261953270468,0.8886477522277145,-0.002811160259069423,0.002443160259069423,-0.01990446575563569,23,25,2,0.8854334972865147,0.08298,0.082796,exp4,92
twonorm,class,ratio,50,0.092675040633243,1.0144573951769402,0.5559619018881657,0.5213111551766716,-0.1956305611104325,0.3809806423769185,0.09135429548234379,27,23,0,0.6718110337653662,1.430423996169082,1.523099036802325,exp4,92
friedman1,reg,absdiff,50,0.12007331851941765,0.5106332854272565,0.16159556226248878,0.10275056880892694,-0.025047055510462178,0.2651936925492975,0.235145890301589,28,22,0,0.47988766169832847,1.1587878758064778,1.2788611943258954,exp4,92
friedman1,reg,eOB,50,-0.018017106510065373,0.4329247194527127,0.7943712781742429,0.7697886173275488,-0.14105295044489738,0.10501873742476664,-0.04161718123382265,24,26,0,0.8877248273407867,8.305922615471612,8.287905508961547,exp4,92
friedman1,reg,eTS,50,-0.11436669991363552,0.29920166290639744,0.01346456695933789,0.009421262675860506,-0.19939887167072706,-0.029334528156543995,-0.38223951966942815,17,33,0,0.032839137564268595,8.075146245042594,7.9607795451289585,exp4,92
friedman1,reg,ratio,50,0.1587885756416449,0.5917133560195719,0.12481544226448382,0.06365587993405936,-0.009374499493942758,0.32695165077723254,0.268353881193097,28,22,0,0.47988766169832847,1.279555997145489,1.438344572787134,exp4,92
friedman1,reg,mse_oob_outputs,50,-0.10569594848418219,0.5730077577893674,0.27112575251096327,0.19821942604799553,-0.2685429514225792,0.05715105445421486,-0.18445814571857,19,31,0,0.11892045255943624,10.715758423891414,10.610062475407231,exp5,92
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.184660043101927,13.184660043101927,exp5,92
friedman2,reg,mse_oob_outputs,50,-159.6228486334283,1752.0932325272836,0.6993995433003242,0.5224479941254242,-657.5622358530311,338.31653858617443,-0.09110408377251845,26,24,0,0.8877248273407867,27010.298347796976,26850.67549916355,exp5,92
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38173.511304905376,38173.511304905376,exp5,92
friedman3,reg,mse_oob_outputs,50,-2.0095161265845512e-05,0.004358658879687592,0.4399590929379758,0.9741256437932942,-0.0012588123090516003,0.0012186219865199092,-0.004610400084185032,29,21,0,0.3222363203575473,0.04186932726878935,0.041849232107523504,exp5,92
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.04446712693060767,0.04446712693060767,exp5,92
Boston,reg,mse_oob_outputs,50,-0.17123797199139554,4.851143788559232,0.9538126133980462,0.8039417309985674,-1.5499177822575714,1.2074418382747805,-0.035298473814616094,24,26,0,0.8877248273407867,20.369953568601275,20.19871559660988,exp5,92
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,23.054682352941175,23.054682352941175,exp5,92
Ozone,reg,mse_oob_outputs,50,52.45771711467292,981.546383922936,0.7427517722481456,0.7071327239718841,-226.49467871942994,331.4101129487758,0.05344395127310817,27,23,0,0.6718110337653662,5516.182612032679,5568.640329147351,exp5,92
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9362.044797297298,9362.044797297298,exp5,92
waveform,synthetic,E1_B,50,-0.0003767805748775252,0.003800679023528931,0.4690682518168938,0.4866245056213092,-0.0014569216021130286,0.0007033604523579782,-0.09913506837725128,21,29,0,0.3222363203575473,0.021953212950407214,0.02157643237552969,exp1,93
waveform,synthetic,E2_B,50,-0.000337628876331928,0.004155315414662687,0.48100358466826343,0.5682306757366802,-0.0015185564507719988,0.0008432986981081428,-0.08125228596138603,21,29,0,0.3222363203575473,0.02420476734532757,0.023867138468995644,exp1,93
twonorm,synthetic,E1_B,50,-0.0001087717879076966,0.0056961785483112615,0.9845965528965382,0.8931443944334709,-0.0017276078196799887,0.0015100642438645956,-0.019095572055048034,25,25,0,1.0,0.005400981659550322,0.005292209871642626,exp1,93
twonorm,synthetic,E2_B,50,-0.00010877178790769657,0.0056961785483112615,0.9845965528965382,0.8931443944334709,-0.0017276078196799887,0.0015100642438645956,-0.019095572055048027,25,25,0,1.0,0.005400981659550322,0.005292209871642626,exp1,93
